"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Święta aura";"8";"Akcja";"Koncentracja, do 1 min.";"Odpychania";"False";"Na siebie";"W, S, M (relikwiarz o wartości ponad 1 000 GP)";"Cleric";"";"Sorcerer (Divine Soul)";"Przez cały czas trwania Emanacji emitujesz aurę o zasięgu 9 m (6). Podczas przebywania w aurze wybrane przez ciebie istoty mają przewagę we wszystkich rzutach obronnych, a inne istoty mają przewagę w rzutach ataku przeciwko nim. Dodatkowo, gdy czart lub nieumarły trafi dotkniętą istotę rzutem ataku wręcz, atakujący musi wykonać rzut obronny na Wytrzymałość lub zostanie oślepiony do końca swojej następnej tury."
"Święta broń";"5";"Akcja dodatkowa";"Koncentracja, do 1 godz.";"Wywoływania";"False";"Dotyk";"W, S";"";"Cleric, Paladin";"Sorcerer (Divine Soul)";"Dotykana broń zostaje nasycona świętą mocą. Do końca działania zaklęcia broń emituje jasne światło w promieniu 9 m (6) i przyćmione światło na dodatkowe 9 m (6). Ponadto ataki bronią zadają dodatkowe 2 d8 obrażeń od promieniowania przy trafieniu. Jeśli broń nie jest jeszcze bronią magiczną, staje się nią na czas trwania zaklęcia. Jako dodatkową akcję w swojej turze możesz odwołać to zaklęcie i sprawić, że broń wyemituje strumień blasku. Każda wybrana przez ciebie istota znajdująca się w promieniu 9 m (6) od broni musi wykonać rzut obronny na Wytrzymałość. W przypadku nieudanego rzutu, istota otrzymuje 4 d8 obrażeń od promieniowania i zostaje oślepiona na 1 minutę. W przypadku udanego rzutu obronnego, istota otrzymuje o połowę mniejsze obrażenia i nie zostaje oślepiona. Na koniec każdej swojej tury, oślepiona istota może wykonać rzut obronny na Wytrzymałość, kończąc efekt na sobie w przypadku sukcesu."
"Głód Hadaru";"3";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"45m (30)";"W, S, M (marynowana macka)";"Warlock";"";"Sorcerer (Aberrant Mind), Sorcerer (Aberrant), Warlock (Great Old One)";"Otwierasz bramę do Odległej Krainy, regionu opanowanego przez niewyobrażalne okropieństwa. Pojawia się Kula Ciemności o promieniu 6 m (4), skupiona na punkcie o zasięgu i trwająca przez cały czas. Kula jest trudnym terenem i wypełniona jest dziwnymi szeptami i odgłosami siorbania, które można usłyszeć w odległości do 9 m (6). Żadne światło, magiczne lub inne, nie może oświetlić tego obszaru, a istoty w pełni w nim przebywające są oślepione. Każda istota, która rozpocznie swoją turę na tym obszarze, otrzymuje 2d6 obrażeń od zimna. Każda istota, która zakończy swoją turę w tym obszarze, musi wykonać udany rzut obronny na Zręczność lub otrzymać 2 d6 obrażeń od kwasu zadanych przez nieziemskie macki.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia od zimna lub kwasu (do wyboru) wzrastają o 1d6 za każdy slot zaklęć na poziomie wyższym niż 3."
"Znak Łowcy";"1";"Akcja dodatkowa";"Koncentracja, do 1 godz.";"Wieszczenia";"False";"27m (18)";"W";"Ranger";"";"Paladin (Vengeance)";"Magicznie oznaczasz jedną istotę, którą widzisz w zasięgu, jako swój cel. Do końca działania zaklęcia zadajesz celowi dodatkowe 1d6 obrażeń od siły za każdym razem, gdy trafisz go rzutem ataku. Jeśli cel spadnie do 0 punktów wytrzymałości przed końcem działania zaklęcia, możesz wykonać dodatkową akcję, aby przenieść znak na nową istotę, którą widzisz w zasięgu.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Twoje skupienie może trwać dłużej przy użyciu slotu na zaklęcia poziomu 3-4 (do 8 godzin) lub 5+ (do 24 godzin)."
"Hipnotyczny wzór";"3";"Akcja";"Koncentracja, do 1 min.";"Iluzji";"False";"36m (24)";"S, M (szczypta konfetti)";"Bard, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Artificer (Armorer), Bard (Lore), Fighter (Eldritch Knight), Wizard (Illusionist), Paladin (Redemption), Cleric (Trickery)";"Tworzysz skręcający się wzór kolorów w sześcianie o boku 9 m (6) znajdującym się w twoim zasięgu. Wzór pojawia się na chwilę i znika. Każda istota w obszarze, która widzi wzór, musi wykonać udany rzut obronny na Mądrość lub zostać zauroczona na czas trwania efektu. Podczas trwania Zaklęcia, istota ma stan Niezdolny do działania i Szybkość równą 0. Zaklęcie kończy się dla dotkniętej nim istoty, jeśli odniesie ona jakiekolwiek obrażenia lub jeśli ktoś inny użyje akcji, aby otrząsnąć istotę z otępienia."
"Lodowy Nóż";"1";"Akcja";"Natychmiastowy";"Przywoływania";"False";"18m (12)";"S, M (kropla wody lub kawałek lodu)";"Druid, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Tworzysz odłamek lodu i rzucasz nim w jedną istotę w zasięgu. Wykonaj dystansowy atak zaklęciem przeciwko celowi. Przy trafieniu cel otrzymuje 1 d10 obrażeń przebijających. Przy trafieniu lub nie, odłamek eksploduje. Cel i każda istota w promieniu 1,5 m (1) od niego muszą wykonać rzut obronny na Zręczność lub otrzymać 2d6 obrażeń od zimna.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia od zimna wzrastają o 1d6 na każdy poziom slotu zaklęć powyżej 1."
"Burza lodowa";"4";"Akcja";"Natychmiastowy";"Wywoływania";"False";"90m (60)";"W, S, M (a w środku)";"Druid, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Artificer (Artillerist), Druid (Land (Arctic)), Druid (Land (Polar Land)), Druid (Sea), Fighter (Eldritch Knight), Wizard (Evoker), Paladin (Ancients), Cleric (Tempest)";"Grad spada w cylindrze o promieniu 6 m (4) i wysokości 12 m (8) wyśrodkowanym na punkcie w zasięgu. Każda istota w cylindrze wykonuje rzut obronny na Zręczność. W przypadku nieudanego rzutu obronnego istota otrzymuje 2 d10 obrażeń od obrażeń kłutych i 4 d6 obrażeń od zimna lub połowę tych obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia od sztyletu wzrastają o 1d10 za każdy slot zaklęć na poziomie wyższym niż 4."
"Identyfikacja";"1";"1 Min.";"Natychmiastowy";"Wieszczenia";"True";"Dotyk";"W, S, M (perła warta ponad 100 GP)";"Bard, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Wizard (Diviner), Fighter (Eldritch Knight), Cleric (Forge), Cleric (Knowledge)";"Dotykasz przedmiotu podczas rzucania zaklęcia. Jeśli przedmiot jest magicznym przedmiotem lub innym magicznym przedmiotem, dowiadujesz się, jakie ma właściwości i jak z nich korzystać, czy wymaga Dostrojenia i ile ma ładunków, jeśli w ogóle. Dowiesz się, czy na przedmiot działają jakieś zaklęcia i jakie. Jeśli przedmiot został stworzony przez zaklęcie, poznajesz jego nazwę. Jeśli podczas rzucania zaklęcia dotkniesz jakiejś istoty, dowiadujesz się, jakie zaklęcia aktualnie na nią działają."
"Iluzoryczny smok";"8";"Akcja";"Koncentracja, do 1 min.";"Iluzji";"False";"36m (24)";"S";"";"Wizard";"Wizard (Illusionist)";"Zbierając nici materiału cienia z Shadowfell, tworzysz Ogromnego cienistego smoka w niezajętej przestrzeni, którą możesz zobaczyć w zasięgu. Iluzja trwa przez cały czas trwania zaklęcia i zajmuje przestrzeń, tak jakby była stworzeniem. Kiedy iluzja się pojawia, każdy z twoich wrogów, który może ją zobaczyć, musi wykonać rzut obronny Mądrości lub przestraszyć się jej na 1 minutę. Jeśli przestraszona istota zakończy swoją turę w miejscu, w którym nie ma linii wzroku do iluzji, może powtórzyć rzut obronny, kończąc efekt na sobie w przypadku sukcesu.Jako dodatkową akcję w swojej turze możesz przenieść iluzję na odległość do 18 m (12). W dowolnym momencie ruchu możesz sprawić, że smok wydycha podmuch energii w stożku o promieniu 18 m (12) wychodzącym z jego przestrzeni. Kiedy tworzysz smoka, wybierz rodzaj obrażeń: kwas, zimno, ogień, błyskawica, nekrotyka lub trucizna. Każda istota w stożku musi wykonać rzut obronny na inteligencję, otrzymując 7d6 obrażeń wybranego typu w przypadku nieudanego rzutu obronnego lub o połowę mniej w przypadku udanego rzutu obronnego. Iluzja jest namacalna ze względu na cieniste materiały użyte do jej stworzenia, ale ataki nie trafiają w nią automatycznie, udają jej się wszystkie rzuty obronne i jest odporna na wszystkie obrażenia i warunki. Istota, która użyje akcji do zbadania smoka, może stwierdzić, że jest to iluzja, wykonując udany test Inteligencji (Śledztwo) przeciwko DC ochrony przed zaklęciem. Jeśli istota uzna iluzję za coś, czym jest, może przez nią widzieć i ma przewagę w rzutach obronnych przeciwko jej oddechowi."
"Iluzoryczny skrypt";"1";"1 Min.";"10 dni";"Iluzji";"True";"Dotyk";"S, M (atrament o wartości 10+ GP, który zużywa zaklęcie)";"Bard, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Wizard (Illusionist)";"Piszesz na pergaminie, papierze lub innym odpowiednim materiale i nasycasz go iluzją, która trwa przez cały czas trwania zaklęcia. Dla ciebie i wszystkich stworzeń, które wskażesz podczas rzucania zaklęcia, pismo wygląda normalnie, wydaje się być napisane twoją ręką i przekazuje dowolne znaczenie, które zamierzałeś napisać podczas pisania tekstu. Dla wszystkich innych, pismo wydaje się być napisane nieznanym lub magicznym pismem, które jest niezrozumiałe. Alternatywnie, iluzja może zmienić znaczenie, pismo i język tekstu, choć język ten musi być ci znany. Jeśli zaklęcie zostanie rozproszone, oryginalne pismo i iluzja znikną. Istota posiadająca Truesight może odczytać ukrytą wiadomość."
"Immolacja";"5";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"27m (18)";"W";"";"Sorcerer, Wizard";"Wizard (Evoker)";"Płomienie oplatają jedną widoczną istotę w zasięgu. Cel musi wykonać rzut obronny na Zręczność. Otrzymuje 8d6 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej w przypadku udanego rzutu obronnego. W przypadku nieudanego rzutu obronnego, cel również płonie przez cały czas trwania zaklęcia. Płonący cel rzuca jasne światło w promieniu 9 m (6) i słabe światło na dodatkowe 9 m (6). Pod koniec każdej tury cel powtarza rzut obronny. W przypadku nieudanego rzutu obronnego otrzymuje 4d6 obrażeń od ognia, a zaklęcie kończy się w przypadku udanego rzutu obronnego. Te magiczne płomienie nie mogą zostać ugaszone za pomocą niemagicznych środków. Jeśli obrażenia zadane przez to zaklęcie zabiją cel, zostanie on obrócony w popiół."
"Uwięzienie";"9";"1 Min.";"Do rozproszenia";"Odpychania";"False";"9m (6)";"W, S, M (statuetka celu o wartości ponad 5 000 GP)";"Warlock, Wizard";"";"Wizard (Abjurer)";"Tworzysz magiczny uścisk, który przytrzymuje istotę znajdującą się w twoim zasięgu. Cel musi wykonać rzut obronny Mądrości. W przypadku udanego rzutu obronnego, cel pozostaje nietknięty i jest odporny na to zaklęcie przez następne 24 godziny. W przypadku nieudanego rzutu obronnego, cel zostaje uwięziony. Podczas uwięzienia cel nie musi oddychać, jeść ani pić i nie starzeje się. Zaklęcia wróżbiarskie nie mogą zlokalizować ani dostrzec uwięzionego celu, a cel nie może się teleportować. Do czasu zakończenia działania zaklęcia, cel jest również pod wpływem jednego z następujących efektów do wyboru:Pochówek. Cel zostaje pochowany pod ziemią w wydrążonej kuli magicznej siły, która jest wystarczająco duża, aby pomieścić cel. Nic nie może przedostać się do lub z kuli.Łańcuchy. Łańcuchy mocno zakorzenione w ziemi utrzymują cel w miejscu. Cel jest ograniczony i nie można go w żaden sposób poruszyć.Hedged Prison. Cel jest uwięziony w półpłaszczyźnie, która jest zabezpieczona przed teleportacją i podróżami planarnymi. Półpłaszczyzna jest wybranym przez ciebie labiryntem, klatką, wieżą lub czymś podobnym.Minimus Containment. Cel staje się wysoki na 1 cal i zostaje uwięziony w niezniszczalnym kamieniu szlachetnym lub podobnym obiekcie. Światło może przechodzić przez kamień szlachetny (pozwalając celowi widzieć na zewnątrz i innym stworzeniom widzieć w środku), ale nic innego nie może przejść w żaden sposób.Sen. Cel jest nieprzytomny i nie można go obudzić. Zakończenie zaklęcia. Kiedy rzucasz zaklęcie, określ wyzwalacz, który je zakończy. Wyzwalacz może być dowolnie prosty lub skomplikowany, ale DM musi zgodzić się, że istnieje duże prawdopodobieństwo, że nastąpi on w ciągu następnej dekady. Wyzwalacz musi być obserwowalnym działaniem, takim jak złożenie konkretnej ofiary w świątyni twojego boga, uratowanie twojej prawdziwej miłości lub pokonanie konkretnego potwora. Zaklęcie Rozproszenia Magii może zakończyć zaklęcie tylko wtedy, gdy zostanie rzucone ze slotem zaklęć poziomu 9, celując w więzienie lub komponent użyty do jego stworzenia."
"Chmura zapalająca";"8";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"45m (30)";"W, S";"Druid, Sorcerer, Wizard";"";"";"Wirująca chmura żaru i dymu wypełnia sferę o promieniu 6 m (4) wyśrodkowaną na punkcie w zasięgu. Obszar chmury jest mocno zasłonięty. Chmura utrzymuje się przez cały czas jej trwania lub do momentu, gdy rozproszy ją silny wiatr (taki jak ten wywołany przez Podmuch Wiatru). W momencie pojawienia się chmury każda znajdująca się w niej istota wykonuje rzut obronny na Zręczność, otrzymując 10 d8 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Stworzenie musi również wykonać ten rzut obronny, gdy Kula przesunie się w jego przestrzeń oraz gdy wejdzie do Kuli lub zakończy w niej swoją turę. Istota wykonuje ten rzut tylko raz na turę. Chmura oddala się o 3 m (2) od ciebie w wybranym przez ciebie kierunku na początku każdej twojej tury."
"Piekelne Wezwanie";"5";"1 Min.";"Koncentracja, do 1 godz.";"Przywoływania";"False";"27m (18)";"W, S, M (rubin o wartości co najmniej 999 gp)";"";"Warlock, Wizard";"";"Wypowiadając mroczne zaklęcie, przywołujesz diabła z Dziewięciu Piekieł. Wybierasz typ diabła, który musi mieć rangę wyzwania 6 lub niższą, np. diabeł kolczasty lub brodaty. Diabeł pojawia się na niezajętym obszarze w zasięgu wzroku. Diabeł znika, gdy jego punkty życia spadną do 0 lub gdy zaklęcie dobiegnie końca. Diabeł jest nieprzyjaźnie nastawiony do ciebie i twoich towarzyszy. Rzuć inicjatywą na diabła, który ma własne tury. Jest pod kontrolą Mistrza Lochów i działa zgodnie ze swoją naturą w każdej ze swoich tur, co może skutkować atakiem na ciebie, jeśli uważa, że może zwyciężyć, lub próbą skuszenia cię do popełnienia złego czynu w zamian za ograniczone usługi. DM dysponuje statystykami tej istoty. W każdej swojej turze możesz spróbować wydać diabłu werbalne polecenie (nie wymaga to od ciebie żadnej akcji). Posłusznie wykonuje polecenie, jeśli prawdopodobny wynik jest zgodny z jego pragnieniami, zwłaszcza jeśli wynik przyciągnąłby cię do zła. W przeciwnym razie musisz wykonać test Charyzmy (Oszustwo, Zastraszenie lub Perswazja), podważony przez test Mądrości (Wnikliwość). Wykonujesz ten test z przewagą, jeśli wypowiesz prawdziwe imię diabła. Jeśli test się nie powiedzie, diabeł staje się odporny na twoje słowne polecenia na czas trwania zaklęcia, choć nadal może wykonywać twoje polecenia, jeśli zechce. Jeśli test się powiedzie, diabeł wykona twoje polecenie - takie jak ""zaatakuj moich wrogów"", ""zbadaj pokój przed sobą"" lub ""zanieś tę wiadomość królowej"" - dopóki nie zakończy działania, w którym to momencie powróci do ciebie, aby zgłosić, że to zrobił.Jeśli twoja koncentracja zakończy się, zanim zaklęcie osiągnie swój pełny czas trwania, diabeł nie zniknie, jeśli stał się odporny na twoje polecenia słowne. Zamiast tego zachowuje się w dowolny sposób przez 3d6 minut, a następnie znika.Jeśli posiadasz indywidualny diabelski talizman, możesz przywołać tego diabła, jeśli ma on odpowiedni poziom wyzwania plus 1, a on wykonuje wszystkie twoje polecenia, bez konieczności sprawdzania charyzmy.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu na zaklęcia 6. poziomu lub wyższego, ocena wyzwania wzrasta o 1 za każdy slot powyżej 5. poziomu."
"Infestacja";"0";"Akcja";"Natychmiastowy";"Przywoływania";"False";"9m (6)";"W, S, M (żywa pchła)";"";"Druid, Sorcerer, Warlock, Wizard";"Rogue (Arcane Trickster), Druid (Land), Bard (Lore), Fighter (Eldritch Knight), Cleric (Nature)";"Powodujesz chwilowe pojawienie się chmury roztoczy, pcheł i innych pasożytów na jednej widocznej istocie w zasięgu. Cel musi wykonać rzut obronny na Wytrzymałość, w przeciwnym razie otrzyma 1d6 obrażeń od trucizny i przesunie się o 1,5 m (1) w losowym kierunku, jeśli może się poruszać, a jego prędkość wynosi co najmniej 1,5 m (1). Rzuć d4, aby wybrać kierunek: 1, północ; 2, południe; 3, wschód; lub 4, zachód. Ten ruch nie prowokuje ataków szansy, a jeśli wyrzucony kierunek jest zablokowany, cel nie porusza się. Obrażenia zaklęcia wzrastają o 1d6 po osiągnięciu 5. poziomu (2d6), 11. poziomu (3d6) i 17. poziomu (4d6)."
"Zadawanie ran";"1";"Akcja";"Natychmiastowy";"Nekromancji";"False";"Dotyk";"W, S";"Cleric";"";"Bard (Lore), Sorcerer (Divine Soul)";"Dotknięta przez ciebie istota wykonuje rzut obronny na Wytrzymałość, otrzymując 2 d10 obrażeń nekrotycznych w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d10 za każdy slot zaklęć na poziomie wyższym niż 1."
"Plaga owadów";"5";"Akcja";"Koncentracja, do 10 min.";"Przywoływania";"False";"90m (60)";"W, S, M (szarańcza)";"Cleric, Druid, Sorcerer";"";"Druid (Land (Desert)), Druid (Land (Grassland)), Druid (Land (Swamp)), Druid (Land (Underdark)), Druid (Land (Tropical Land)), Sorcerer (Divine Soul), Warlock (Fiend), Cleric (Nature), Ranger (Swarmkeeper), Cleric (Tempest)";"Rój szarańczy wypełnia kulę o promieniu 6 m (4) wyśrodkowaną na wybranym punkcie w zasięgu. Gdy rój się pojawi, każda znajdująca się w nim istota wykonuje rzut obronny na Wytrzymałość, otrzymując 4 d10 obrażeń Przebijających w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Stworzenie wykonuje również ten rzut obronny, gdy wchodzi w obszar działania zaklęcia po raz pierwszy w swojej turze lub kończy w nim swoją turę. Istota wykonuje ten rzut tylko raz na turę.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d10 za każdy slot zaklęć na poziomie wyższym niż 5."
"Twierdza intelektu";"3";"Akcja";"Koncentracja, do 1 godz.";"Odpychania";"False";"9m (6)";"W";"Artificer";"Bard, Sorcerer, Warlock, Wizard";"Wizard (Abjurer), Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Na czas trwania tej umiejętności, ty lub jedna chętna istota, którą widzisz w zasięgu, zyskuje odporność na obrażenia psychiczne, a także przewagę w rzutach obronnych na inteligencję, mądrość i charyzmę.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, możesz obrać za cel jedną dodatkową istotę za każdy slot na poziomie wyższym niż 3. Stworzenia muszą znajdować się w odległości 9 m (6) od siebie, gdy je namierzasz."
"Inwestytura Płomienia";"6";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S";"";"Druid, Sorcerer, Warlock, Wizard";"";"Płomienie rozchodzą się po twoim ciele, rzucając jasne światło w promieniu 9 m (6) i słabe światło na dodatkowe 9 m (6) przez cały czas trwania zaklęcia. Płomienie nie wyrządzają ci krzywdy. Do czasu zakończenia działania zaklęcia zyskujesz następujące korzyści:Jesteś odporny na obrażenia od ognia i masz odporność na obrażenia od zimna.Każda istota, która poruszy się w promieniu 1,5 m (1) od ciebie po raz pierwszy w swojej turze lub zakończy tam swoją turę, otrzymuje 1 d10 obrażeń od ognia.Możesz użyć swojej akcji, aby utworzyć linię ognia o długości 4,5 m (3) i szerokości 1,5 m (1) rozciągającą się od ciebie w wybranym przez ciebie kierunku. Każda istota w linii musi wykonać rzut obronny na Zręczność. Istota otrzymuje 4 d8 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej w przypadku udanego rzutu obronnego."
"Inwestytura Lodu";"6";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S";"";"Druid, Sorcerer, Warlock, Wizard";"";"Dopóki zaklęcie nie wygaśnie, twoje ciało jest skute lodem, a ty zyskujesz następujące korzyści:Jesteś odporny na obrażenia od zimna i masz odporność na obrażenia od ognia.Możesz poruszać się po trudnym terenie stworzonym przez lód lub śnieg bez poświęcania dodatkowych ruchów.Ziemia w promieniu 3 m (2) wokół ciebie jest oblodzona i stanowi trudny teren dla istot innych niż ty. Promień ten porusza się wraz z tobą. Możesz użyć swojej akcji, aby stworzyć 4,5-metrowy (3) stożek mroźnego wiatru rozciągający się od wyciągniętej ręki w wybranym przez ciebie kierunku. Każda istota w stożku musi wykonać rzut obronny na Wytrzymałość. W przypadku nieudanego rzutu obronnego istota otrzymuje 4 d6 obrażeń od zimna lub o połowę mniej w przypadku udanego rzutu obronnego. Stworzenie, które nie wykona rzutu obronnego przed tym efektem, ma zmniejszoną prędkość o połowę do początku następnej tury."
"Inwestycja w kamień";"6";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S";"";"Druid, Sorcerer, Warlock, Wizard";"";"Do czasu zakończenia działania zaklęcia, kawałki skał rozprzestrzeniają się po twoim ciele, a ty zyskujesz następujące korzyści:Masz odporność na obrażenia kłute, przeszywające i tnące od ataków niemagicznych.Możesz użyć swojej akcji, aby wywołać małe trzęsienie ziemi na ziemi w promieniu 4,5 m (3) od ciebie. Inne istoty znajdujące się na tym terenie muszą wykonać rzut obronny na Zręczność lub zostać powalone na ziemię.Możesz poruszać się po trudnym terenie wykonanym z ziemi lub kamienia bez poświęcania dodatkowych ruchów. Możesz poruszać się po twardej ziemi lub kamieniu tak, jakby były powietrzem i bez ich destabilizacji, ale nie możesz tam zakończyć ruchu. Jeśli to zrobisz, zostaniesz wyrzucony na najbliższe niezajęte pole, zaklęcie dobiegnie końca, a ty zostaniesz ogłuszony do końca swojej następnej tury."
"Inwestytura Wiatru";"6";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S";"";"Druid, Sorcerer, Warlock, Wizard";"";"Do momentu zakończenia zaklęcia wiatr wiruje wokół ciebie, a ty zyskujesz następujące korzyści:Ataki bronią dystansową wykonywane przeciwko tobie mają niekorzystny wpływ na rzut ataku.Zyskujesz prędkość lotu 18 m (12). Jeśli po zakończeniu zaklęcia nadal lecisz, spadasz, chyba że uda ci się temu zapobiec.Możesz użyć swojej akcji, aby stworzyć 4,5-metrowy (3) sześcian wirującego wiatru skupiony na widocznym punkcie w promieniu 18 m (12) od ciebie. Każda istota w tym obszarze musi wykonać rzut obronny na Wytrzymałość. W przypadku nieudanego rzutu obronnego istota otrzymuje 2 d10 obrażeń od obrażeń kłutych lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Jeśli dużej lub mniejszej istocie nie powiedzie się rzut obronny, zostanie ona również odepchnięta na odległość do 3 m (2) od środka sześcianu."
"Niewidzialność";"2";"Akcja";"Koncentracja, do 1 godz.";"Iluzji";"False";"Dotyk";"W, S, M (rzęsa w gumie arabskiej)";"Bard, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Druid (Land (Grassland)), Bard (Lore), Fighter (Eldritch Knight), Wizard (Illusionist), Cleric (Trickery)";"Dotknięta przez ciebie istota ma stan Niewidzialności do czasu zakończenia działania zaklęcia. Zaklęcie kończy się natychmiast po tym, jak cel wykona rzut ataku, zada obrażenia lub rzuci zaklęcie.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 2."
"Nietykalność";"9";"Akcja";"Koncentracja, do 10 min.";"Odpychania";"False";"Na siebie";"W, S, M (mały kawałek adamantynu o wartości co najmniej 500 gp, który jest zużywany przez zaklęcie)";"";"Wizard";"Wizard (Abjurer)";"Jesteś odporny na wszystkie obrażenia do końca działania zaklęcia."
"Burza Blasku Jallarziego";"5";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"36m (24)";"W, S, M (szczypta fosforu)";"Warlock, Wizard";"";"Wizard (Evoker)";"Wywołujesz burzę błyskających świateł i szalejących grzmotów w promieniu 3 m (2) i wysokości 12 m (8) Cylinder skupia się na punkcie, który widzisz w zasięgu. W momencie pojawienia się burzy, każda znajdująca się w niej istota wykonuje rzut obronny na Wytrzymałość, otrzymując 2 d10 obrażeń od Promieniowania i 2 d10 obrażeń od Grzmotu w przypadku nieudanego rzutu obronnego lub połowę tych obrażeń w przypadku udanego rzutu obronnego. Stworzenie wykonuje również ten rzut obronny, gdy wchodzi w obszar działania zaklęcia po raz pierwszy w swojej turze lub kończy w nim swoją turę. Istota wykonuje ten test tylko raz na turę.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia od Promieniowania i Gromu wzrastają o 1d10 za każdy slot zaklęć na poziomie wyższym niż 5."
"Skok";"1";"Akcja dodatkowa";"1 min.";"Przemiany";"False";"Dotyk";"W, S, M (tylna noga konika polnego)";"Druid, Ranger, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Dotykasz chętnej istoty. Raz na turę, aż do zakończenia zaklęcia, ta istota może skoczyć na odległość do 9 m (6), poświęcając 3 m (2) ruchu.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz zaatakować jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 1."
"Pukanie";"2";"Akcja";"Natychmiastowy";"Przemiany";"False";"18m (12)";"W";"Bard, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Wybierz obiekt, który widzisz w swoim zasięgu. Obiektem mogą być drzwi, skrzynia, skrzynia, zestaw kajdan, kłódka lub inny obiekt, który zawiera przyziemne lub magiczne środki uniemożliwiające dostęp. Cel, który jest zamknięty przez przyziemny zamek lub który jest zablokowany lub zakratowany, zostaje odblokowany, odblokowany lub odblokowany. Jeśli cel jest zamknięty za pomocą Arcane Lock, zaklęcie to zostaje stłumione na 10 minut, podczas których cel może być otwierany i zamykany. Po rzuceniu zaklęcia, z celu wydobywa się głośne pukanie, słyszalne w odległości do 90 m (60)."
"Legenda";"5";"10 Min.";"Natychmiastowy";"Wieszczenia";"False";"Na siebie";"W, S, M (kadzidło o wartości 250+ GP, które zużywa zaklęcie, oraz cztery paski kości słoniowej o wartości 50+ GP każdy)";"Bard, Cleric, Wizard";"";"Sorcerer (Divine Soul), Wizard (Diviner), Sorcerer (Draconic), Cleric (Knowledge), Paladin (Glory)";"Wymień lub opisz sławną osobę, miejsce lub przedmiot. Zaklęcie przywołuje na myśl krótkie podsumowanie istotnej wiedzy o tej słynnej rzeczy, opisanej przez DM. Wiedza może składać się z ważnych szczegółów, zabawnych rewelacji, a nawet tajemnej wiedzy, która nigdy nie była powszechnie znana. Im więcej informacji już wiesz o danej rzeczy, tym bardziej precyzyjne i szczegółowe są informacje, które otrzymujesz. Informacje te są dokładne, ale mogą być sformułowane w przenośnym języku lub poezji, zgodnie z ustaleniami DM. Jeśli wybrana słynna rzecz nie jest w rzeczywistości słynna, usłyszysz smutne nuty grane na puzonie, a zaklęcie nie powiedzie się."
